id,theme,sous_theme,categorie,question,Choix_A,Choix_B,Choix_C,bonne_reponse,justification
1102,6,6.9,C,"1102 - La Loi dite ""Sapin II"" relative à la transparence, à la lutte contre la corruption et à la modernisation de la vie
économique :",Encadre la publicité par voie électronique adressée à des clients non professionnels portant sur des contrats financiers considérés comme spéculatifs et risqués,Encadre la publicité par voie électronique portant sur tous les titres financiers,Interdit la publicité par voie électronique adressée à des clients professionnels et non professionnels portant sur des contrats financiers considérés comme spéculatifs et risqués,A,Article L533-12-7 du CMF et DOC-2007-01 de l'AMF
1103,6,6.9,C,"1103 - La publicité, directe ou indirecte, adressée par voie électronique à des clients non professionnels relative à la fourniture de services d'investissement portant sur les contrats d'options binaires est :",Autorisée sans restriction,Autorisée si les options binaires ont un prix supérieur à 100 €,Interdite,C,"AMF - Décision du 2 juillet 2019 interdisant, en France ou depuis la France, la commercialisation, la distribution ou la vente d'options binaires à des investisseurs non professionnels"
1104,6,6.9,C,1104 - La publicité électronique concernant les options binaires sur le marché des changes :,Ne peut s'adresser aux particuliers,Est de diffusion libre,Est uniquement réservée aux particuliers,A,Loi 2016/1691 Art. 28
1105,6,6.9,C,"1105 - L'ESMA (European Securities and Markets Authority) a pris des mesures pour interdire la vente de certains produits financiers au grand public, de quels produits s'agit-il ?",Les certificats de dépôt et titre de créance négociable (TCN).,Les options binaires.,L'ensemble des produits dérivés.,B,Décision (UE) 2018/2064 de l'ESMA du 14 décembre 2018.
1106,6,6.9,C,1106 - comment définiriez-vous les CFD ?,Ce sont des produits financiers peu risqués,Ce sont des produits financiers spéculatifs,Ce sont des OPC dédiés,B,"Voir le site de l'AMF
https://www.amf-france.org/Epargne-Info-Service/Autres-infos-et-guides-pratiques/Les-autres-produits-d-investissement/Options-binaires--CFD-la-commercialisation-est-d-sormais-interdite-et-ou-limit-e"
1107,6,6.9,C,"1107 - Pour protéger les investisseurs, l'AMF publie :",Des évaluations des différentes produits financiers,Des listes noires mettant en évidence les sites frauduleux.,Un classement non officiel des meilleurs gérants.,B,Site de l'AMF et https://www.regafi.fr
1108,6,6.9,C,1108 - La publicité sur les CFD est-elle autorisée en France?,"Non, en aucun cas","Oui, tout à fait","Non, sauf pour ceux bénéficiant d'une protection intrinsèque du capital.",C,"Site internet de l'AMF, Comprendre les produits financiers, Produits complexes: CFD, Les CFD (contracts for difference), §5 (https://www.amf-france.org/Epargne-Info-Service/Comprendre-les-produits-financiers/Produits-complexes/CFD)"
1109,6,6.9,C,1109 - La vente d'options binaires à des investisseurs non professionnels est-elle possible en France ?,"Oui, si le commercialisateur a le statut de PSI","Oui, si le niveau de connaissance et de compétence du client le permet","Non, ce n'est plus possible",C,Décision AMF du 02/07/2019
1110,6,6.9,C,"1110 - S'agissant des Contracts For Differences (CFD), l'AMF :",Autorise la commercialisation de ces produits aux clients non professionnels,Interdit la commercialisation de ces produits aux clients non professionnels,Restreint la commercialisation des CFD aux clients non professionnels aux contrats présentant des limites à l'effet de levier,C,"Décision AMF du 1er aout 2019 restreignant, en France ou depuis la France, la commercialisation, la distribution ou la vente de contrats financiers avec paiement d'un différentiel à des investisseurs non professionnels, partie IV.1. Protection relative aux marges initiales, point 83"
1111,6,6.9,C,1111 - La publicité électronique concernant les contrats financiers avec paiement d'un différentiel (CFD) qui ont un effet de levier supérieur à cinq :,Ne peut s'adresser aux particuliers,Est de diffusion libre,Est uniquement réservée aux particuliers,A,Loi 2016/1691 Art. 28
1112,6,6.9,C,1112 - Est-il possible de commercialiser des CFD - contracts for difference - en France ?,"Oui, sous réserve d'un questionnaire client complet et adéquat","Non, leur commercialisation est strictement interdite","Oui, mais leur commercialisation aux clients non-professionnels est strictement limitée",C,AMF : Options binaires et CFD : l'AMF adopte des mesures d'intervention à l'échelle nationale 02/07/2019
1113,6,6.9,C,1113 - Le démarchage pour des CFD (contracts for difference) est-il autorisé ?,"Oui, tout à fait","Oui, à la condition que la somme investie soit inférieure à un montant défini par Décret en Conseil d'Etat","Non, en aucun cas",C,"Site internet de l'AMF, Comprendre les produits financiers, Produits complexes: CFD, Les CFD (contracts for difference), §5 (https://www.amf-france.org/Epargne-Info-Service/Comprendre-les-produits-financiers/Produits-complexes/CFD)"
1114,6,6.9,C,1114 - La vente de CFD - Contracts for difference est-elle libre en France?,"Oui, dès lors que le niveau de connaissance et de compétence du client le permet","Non, ce produits font maintenant l'objet de nombreuses restrictions, notamment sur le niveau de l'effet de levier","Oui, ces contrats entrent dans la catégorie des instruments financiers et sont soumis à cette réglementation",B,Communiqué de presse AMF du 02/07/2019 Options binaires et CFD : l'AMF adopte des mesures d'intervention à l'échelle nationale
1115,6,6.9,C,"1115 - Le règlement général de l'AMF définit des catégories de contrats financiers visés par des mesures renforcées de protection des consommateurs. Dans la liste suivante, quel produit est concerné ?",Les CFD (contract for difference).,Les actions ordinaires.,Les OPCVM monétaires.,A,https://www.amf-france.org/Actualites/Communiques-de-presse/AMF/annee-2017.html?docId=workspace%3A%2F%2FSpacesStore%2Ff12bcdf3-0a29-4cde-912f-616b0f8f45c8
1116,6,6.9,C,"1116 - La publicité électronique sur les produits Forex, les options binaires est interdite car :",Ces produits sont complexes et il est difficile d'appréhender leurs risques,Ces produits ont un rendement trop faible,Ces produits ont des frais d'execution trop élevés,A,Loi 2016/1691 Art. 28
1117,6,6.9,C,1117 - Sur quel type de publicité la loi Sapin 2 a-t-elle apporté des restrictions ?,La publicité par voie électronique à destination des particuliers sur des contrats financiers très spéculatifs et risqués,La publicité par démarchage chez les particuliers sur des contrats financiers très spéculatifs et risqués,La publicité par courrier personnalisé à des particuliers sur des contrats financiers très spéculatifs et risqués,A,AMF : Les principales mesures de la loi Sapin 2 - 17/02/2017
1118,6,6.9,C,1118 - Les acteurs et sites internet proposant d'investir via des options binaires alors qu'ils n'ont pas les autorisations nécessaires pour ce faire :,N'intéressent pas l'AMF,N'agissent pas en France,Font l'objet d'une liste noire établie par l'AMF,C,"Site internet de l'AMF, Protéger son épargne, Listes noires et mises en garde, Mises en garde et listes noires des sociétés et sites non autorisés : Forex, options binaires, biens divers, produits dérivés sur crypto-actifs, usurpation.. (https://www.amf-f"
1119,6,6.9,C,"1119 - La loi ""Sapin 2"" interdit la publicté sur les investissements à haut risque. Parmi ces produits, lequel n'est pas un investissement à haut rique ?",L'option binaire,Le CFD (Contract For Difference),Le tracker,C,Loi Sapin 2
1120,6,6.9,C,"1120 - Dans les dispositions de la loi Sapin 2, qui peut sanctionner, avec l'AMF (Autorité des Marchés Financiers), les acteurs faisant de la publicité sur les produits à haut risque ?",L'ACPR (Autorité de Contrôle Prudentiel et de Résolution),"La DGCCRF (Direction Générale de la Concurrence, de la Consommation et de la Répression des Fraudes)",La CNIL (Commission Nationale de l'Informatique et des Libertés),B,Loi Sapin 2
1121,6,6.9,C,1121 - Quelle caractéristique d'un contrat financier non admis sur un marché organisé le rend interdit de publicité pour un client non professionnel ?,Le produit n'est pas en euro,Le risque maximal n'est pas connu au moment de la souscription,Il y a un risque de perte partielle du capital investi,B,L 533-12-7 Code Monétaire et Financier
1122,6,6.9,C,"1122 - La commercialisation, la distribution et la vente en France ou depuis la France, d'options binaires à des clients non professionnels sont interdites. Ceci s'applique :",Aux établissements français,Aux établissements européens,A tous les établissements,C,Décision AMF du 2 juillet 2019
1123,6,6.9,C,"1123 - L'AMF interdit la commercialisation, la distribution et la vente, en France ou à partir de la France, d'options binaires à des :",Clients professionnels,Clients non professionnels,"Clients professionnels, clients non professionnels et contreparties éligibles",B,"Communiqués de presse AMF ""Options binaires et CFD : l'AMF adopte des mesures d'intervention à l'échelle nationale"" , 2 juillet 2019"
1124,6,6.9,C,"1124 - Pour un investisseur, quelle est l'une des conséquences financières de l'effet de levier d'un CFD ?",Limiter les pertes éventuelles,Accroître les pertes éventuelles,Compenser les pertes éventuelles,B,Mesures ESMA 2018/795 du 22/05/2018 décision AMF du 01/08/2019
1125,6,6.9,C,1125 - Quelles sont les catégories de contrats financiers visés par le mécanisme d'interdiction de la publicité instauré par la Loi Sapin II ?,Les futures ou contrats à terme négociés sur les marchés règlementés,Les forwards ou contrats à terme négociés sur les marchés non règlementés,"Les options binaires, les CFD et les contrats financiers sur devises sont les catégories de contrats financiers visés par la Loi Sapin II",C,"Loi ""Sapin II"" n° 2016-1691 du 9 décembre 2016 art. 72 - CMF art. L. 533-12-7 - RGAMF art 314-31-1"
1126,6,6.1.1,A,"1126 - Dans le cadre de la catégorisation d'un client, qui informe ce client de la catégorie à laquelle il est affecté ?",L'AMF,L'ACPR,Le PSI,C,CMF (article D533-4)
1127,6,6.1.1,A,1127 - Quand doit-on vérifier les renseignements obligatoires dans le cadre de l'obligation légale de connaitre son client pour l'ouverture d'un compte ?,Les renseignements obligatoires doivent être vérifiés au plus tard avant l'ouverture du compte,Les renseignements obligatoires doivent être vérifiés au plus tard avant la première opération sur le compte,Les renseignements obligatoires doivent être vérifiés dans un délai de sept jours après l'ouverture du compte,B,CMF (article R 561-6)
1128,6,6.1.1,A,1128 - Quelle catégorie de client ne fait pas partie des définitions contenues dans la directive européenne MIF2 ?,Les prospects,Les clients non professionnels,Les contreparties éligibles,A,Directive 2014/65/EU du Parlement européen
1129,6,6.1.2,C,"1129 - à quels organismes, notamment, le secret bancaire n'est-il pas opposable ?",Aux commissaires aux comptes,Aux huissiers,Aux commissions d'enquêtes parlementaires,C,CMF Article L511-33
1130,6,6.1.2,C,1130 - par quel responsable peuvent être écoutés les enregistrements téléphoniques d'une opération financière ?,Par le Directeur général de l'établissement ou toute personne déléguée par lui,Par le Responsable de la Conformité ou toute personne déléguée par lui,Par le DRH ou toute personne déléguée par lui,B,RG AMF article 312-40
1131,6,6.2,A,"1131 - dans le cadre de conseil indépendant, le CIF",Peut conserver les avantages monétaires perçus d'un tiers s'il en indique la provenance à l'AMF,Ne peut pas conserver les avantages monétaires reçus d'un tiers,Peut conserver les avantages monétaires perçus d'un tiers s'il les partage avec son client,B,"Document AMF : ""MIF 2 - Guide conseiller en investissement"" juin 2018 - Fiche N°4"
1132,6,6.2,A,"1132 - dans le cadre de MIF 2, quels sont notamment les documents à adresser à son client par le CIF ?",La description du type de conseil : indépendant ou pas,Les prévisions d'évolution des marchés,Le compte rendu de gestion de portefeuille,A,"Document AMF : ""MIF 2 - Guide conseiller en investissement"" juin 2018"
1133,6,6.3,A,1133 - L'évaluation des connaissances des vendeurs travaillant pour le compte d'un PSI doit être effectuée sous quel délai ?,Dans l'année suivant leur entrée en fonction,Dans les 6 mois suivant leur entrée en fonction,Dans les 3 mois suivant leur entrée en fonction,B,RG AMF article 314-10
1134,6,6.4,A,"1134 - Parmi les propositions suivantes, laquelle peut constituer un lieu d'exécution des ordres ?",Un internalisateur systématique,Une chambre de compensation,Un dépositaire central,A,RG AMF article 321-110
1135,6,6.5,C,"1135 - Dans la gestion d'un FIA, quels frais parmi les suivants, peuvent être des frais de transaction ?",Les frais d'intermédiation pour la réception et transmission d'ordres,Les frais de souscription,Les frais de rachat,A,RG AMF Article 319-14
1136,6,6.6,C,1136 - qu'est-ce qu'un compte joint ?,C'est un compte ouvert au nom de plusieurs titulaires,C'est un compte ouvert pour une association,C'est un compte courant couplé à un compte titres,A,"voir site :
https://www.lafinancepourtous.com/pratique/banque/le-compte-bancaire/comptes-separes-compte-joint-et-procuration/compte-joint-fonctionnement-et-cloture/"
1137,6,6.7,C,1137 - Qui gère le Fichier National des Incidents de remboursement des Crédits aux Particuliers (FICP) ?,L'Autorité de Contrôle Prudentiel et de Résolution (ACPR),La Banque de France,L'Autorité des Marchés Financiers,B,Loi Neiertz (1990)
1138,6,6.8,C,"1138 - en France, quel est le plafond d'indemnisation des comptes courants par déposant et par établissement, en cas de résolution bancaire ?",10 000 Euros,50 000 Euros,100 000 Euros,C,"Voir site :
https://www.garantiedesdepots.fr/fr/garanties-du-fgdr/la-garantie-des-depots"
1139,6,6.8,C,1139 - Quel est le délai d'indemnisation des déposants en France ?,Il est de 20 jours ouvrables,Il est de 10 jours ouvrables,Il est de 7 jours ouvrables,C,"Voir site :
https://www.garantiedesdepots.fr/fr/garanties-du-fgdr/la-garantie-des-depots"
1140,6,6.9,C,"1140 - Dans le cadre de la protection des investisseurs particuliers, les autorités nationales :",Peuvent prendre des positions règlementaires restrictives temporaires ou définitives plus coercitives que celles de l'ESMA,Ne peuvent pas prendre des positions règlementaires restrictives temporaires ou définitives plus coercitives que celles de l'ESMA,"Peuvent prendre des positions règlementaires plus favorables, temporaires ou définitives plus coercitives que celles de l'ESMA",A,AMF : Options binaires et CFD : l'AMF adopte des mesures d'intervention à l'échelle nationale 2 juillet 2019
1141,6,6.2,A,1141 - Les Prestataires de Services d'Investissement doivent communiquer des informations :,"Claires, exactes et non trompeuses aux clients non professionnels","Claires, exactes et non trompeuses, quelle que soit la catégorie du client et le type de communication","Claires, exactes et non trompeuses, mais cela ne concerne pas la communication promotionnelle",B,CMF art. L. 533 -12
1142,6,6.3,A,"1142 - Pour agir au mieux des intérêts du client, le Conseiller en Investissement Financier (CIF) doit indiquer dans une lettre de mission la nature et les modalités de la prestation comprenant :",L'ensemble des solutions d'investissement préconisées au client,Le montant des rétrocessions touchées par le cabinet en valeur absolue,"La prise de connaissance par le client du document d'entrée en relation présentant le Conseiller, la nature et les modalités de la prestation, les modalités de rémunération",C,RGAMF art. 325-6
1143,6,6.1.1,A,"1143 - Dans le cadre d'un service de gestion de portefeuille, que fait le PSI si un client ne lui communique pas les informations requises ?",Il s'abstient de lui recommander des instruments financiers,Il peut recommander des instruments financiers en mettant en garde son client,Il peut recommander à son client des transactions sur des instruments financiers simples,A,Position AMF 2013-02 art 2.4
1144,6,6.2,A,1144 - Quelle est la périodicité des relevés d'activité qui doivent être fournis au client dans le cadre de la gestion de portefeuille ?,Annuelle,Semestrielle,Trimestrielle,C,Article 60 du règlement délégué de la commission du 25/04/2016
1145,6,6.2,A,"1145 - Dans le cadre de la meilleure exécution des ordres, parmi ces lieux, lesquels doivent faire l'objet d'un accord préalable du client ?",Les marchés règlementés,Les plateformes multilatérales de négociation,Les internalisateurs systématiques,C,L533-18 Code Monétaire et Financier
1146,6,6.7,C,1146 - La cessation de paiement est une situation où une entreprise :,A des disponibilités inférieures à 50% de ses capitaux propres,Est dans l'impossibilité de faire face à son passif exigible avec son actif disponible,A un découvert sur son compte bancaire pendant 3 mois consécutifs,B,L. 631-1 du Code de commerce - Loi n°2005-845 du 26 juillet 2006 (complétée par l'ordonnance n°2008-1345 du 18 déc. 2008)
1147,6,6.1.2,C,"1147 - Pendant combien de temps les prestataires de services d'investissements, autres que les sociétés de gestion de portefeuille, doivent-ils conserver, en principe, les enregistrements de tout service qu'ils fournissent et de toute transaction qu'ils effectuent?",Trois ans,Cinq ans,Sept ans,B,"Art. L 533-10, I, 5° et III, alinéa 2 CMF"
1148,6,6.2,A,1148 - L'information à caractère promotionnel produite par un PSI sur ses produits financiers:,Peut inclure des comparaisons avec d'autres instruments financiers,Ne peut pas inclure de comparaison avec d'autres instruments financiers,Ne comprend pas d'indications sur les commissions,A,Article 325-12 alinéa III du Règlement général de l'AMF
1149,6,6.6,C,1149 - Une procuration :,Ne requiert pas l'acceptation du mandataire,Nécessite obligatoirement la signature d'un acte notarié entre le mandant et le mandataire,Nécessite la signature d'un acte sous seing privé voire notarié entre le mandant et le mandataire,C,Articles 1984 et 1985 du code civil
1150,6,6.1.1,A,1150 - Que doit faire un PSI qui constate qu'un client professionnel ne remplit plus les conditions qui lui valaient d'être catégorisé comme tel ?,"Il doit rompre la relation d'affaires, devenue inappropriée",Il doit le signaler à l'AMF,Il doit prendre les mesures appropriées,C,Article D 533-4 IV du CMF
1151,6,6.1.1,A,1151 - Quelle règle s'applique en matière d'information des clients sur leur catégorisation ?,Le PSI ne doit pas informer ses clients de leur catégorie,Le PSI doit informer ses clients de leur catégorie,Le PSI n'informe que les clients non professionnels de leur catégorie,B,Article D 533-4 II du CMF
1152,6,6.1.1,A,1152 - Que peut faire le PSI lors de la détermination des objectifs et de l'horizon d'investissement du client ?,Il peut proposer au client de remplir pour lui cette partie du questionnaire,Il peut proposer une liste d'objectifs d'investissement,Il ne peut pas intervenir et influencer le client,B,"Position AMF 2013-02, modifiée le 6 novembre 2014 art 4.2.3"
1153,6,6.2,A,1153 - Quelle règle s'applique sur la communication de l'agrément utilisé pour délivrer un service d'investissement ?,Il peut être détaillé au client qui en fait la demande,C'est une information technique ne faisant pas l'objet de communication aux clients,"Il doit être déclaré au client, avec le nom de l'autorité qui l'a délivré",C,Article 47-1-d du Règlement délégué de la commission européenne du 25/04/2016 complétant MIF2
1154,6,6.3,A,1154 - Quelle règle s'applique lorsque les recommandations personnalisées orientent un client vers un produit illiquide ?,La recommandation doit permettre une rémunération étalée dans le temps pour le PSI et pour le conseiller de clientèle,La recommandation doit être accompagnée d'une offre de crédit permanent permettant de gérer un éventuel besoin de trésorerie,La recommandation doit tenir compte de la durée pendant laquelle le client est prêt à conserver le placement,C,Position AMF 2012-13 § 8.2.d
1155,6,6.4,A,"1155 - En matière de lieux d'exécution des ordres, quelle information le PSI fournit-il à ses clients non professionnels ?",La liste des lieux possibles d'exécution,La liste des lieux d'exécution auxquels il fait le plus confiance pour honorer ses obligations,La liste des marchés organisés et des SMN européens,B,Article 66.3 du Règlement délégué de la Commission européenne du 25/04/2016 complétant MIF2
1156,6,6.8,C,1156 - Quel est le délai d'indemnisation des déposants par le Fonds de garantie des dépôts et de résolution ?,7 jours ouvrables,20 jours ouvrables,Maximum 1 an,A,Article 11 de l'arrêté du 27 octobre 2015 relatif à la mise en œuvre de la garantie des dépôts
1157,6,6.2,A,1157 - Que peut-on dire de la Politique d'exécution d'un PSI autre qu'une SGP ?,"Le client ne doit pas connaître le détail de cette politique, qui est confidentielle",Le client doit donner son accord préalable à cette politique d'exécution,Le client doit donner son accord à cette politique à l'issue de chaque opération,B,CML Art. L533-18 - III - paragraphe 2
1158,6,6.9,C,1158 - Quelle est la réglementation concernant la commercialisation des options binaires ?,La commercialisation d'options binaires est interdite pour les clients particuliers à l'échelle européenne,La commercialisation d'options binaires est autorisée en France pour les clients particuliers de catégorie professionnelle,La commercialisation d'options binaires est interdite en France mais demeure autorisée en Europe,A,Décision AMF du 2 juillet 2019 Article 1
1159,6,6.1.1,A,1159 - Dans quel cas le conseiller en investissements financiers manque-t-il à ses obligations de recueil d'informations ?,Lorsqu'il réunit des éléments suffisants compte tenu du service fourni ou du produit proposé,Lorsqu'il n'a pas pris de mesures pour garantir la cohérence des informations communiquées par le client,Lorsque le prestataire refuse de fournir le service ou de proposer un produit à un client non professionnel quand celui-ci refuse de répondre à tout questionnaire d'informations,B,"Article 325-8 du Règlement Général AMF, § VI - 4°
https://www.amf-france.org/eli/fr/aai/amf/rg/article/325-8/20190222/notes/fr.html"
1160,6,6.1.1,A,1160 - Dans quel cas le client professionnel est-il traité comme un client non professionnel pour des services d'investissement ou des transactions déterminées ?,Dès qu'il en fait la demande,S'il en fait la demande et si le prestataire accepte,Seulement si la demande porte sur la totalité des services d'investissement ou des transactions,B,"Article D533-11-1 du CMF :
https://www.legifrance.gouv.fr/affichCodeArticle.do?cidTexte=LEGITEXT000006072026&idArticle=LEGIARTI000035530314"
1161,6,6.1.1,A,"1161 - Le Prestataire de Services d'Investissement établit et met en œuvre des politiques et des procédures appropriées et écrites permettant de classer ses clients.
Dans quelle catégorie seront classés les clients particuliers personnes physiques ou encore les entreprises de petite taille ou les professions libérales ?",Clients spécifiques,Clients non professionnels,Clients professionnels,B,Article 314-4 RG AMF
1162,6,6.1.1,A,"1162 - Depuis la mise en place de Directive européenne 2004/39/CE dite ""Marchés d'Instruments Financiers"" , les clients sont en droit de connaître la catégorie de classification à laquelle ils appartiennent :",Dans tous les cas,Dans certains cas,En aucun cas,A,Article D 533-4 du CMF
1163,6,6.1.1,A,"1163 - Dans le cadre de la catégorisation des clients parmi ces 3 propositions, laquelle est vraie ?",Un client a l 'interdiction de changer de catégorie d'investisseur au fil du temps,Un client peut appartenir à plusieurs catégories d 'investisseur en fonction des différents services qui lui sont proposés,La connaissance par le client des risques financiers n 'est pas prise en compte pour définir la catégorie d 'appartenance du client,B,"Article D 533-4 du CMF
Article D533-11-1 du CMF
Article D533-12 du CMF"
1164,6,6.1.1,A,"1164 - Un Prestataire de Services d 'Investissement (PSI) a une obligation de classification de ses clients par catégorie. Dans ce cadre, parmi les affirmations suivantes, laquelle est vrai ?",Un client peut demander à changer de catégorie,"Un client peut refuser d 'être classé dans une catégorie prédéfinie et demander à être ""hors catégorie""",La classification par catégories de clients ne s 'applique pas aux établissements publics mais uniquement aux acteurs privés,A,Article D533-4 du CMF
1165,6,6.1.1,A,"1165 - Lors de l 'entrée en relation, un Prestataire de Services d'Investissement doit déterminer la catégorie d 'appartenance de son client. Parmi les clients suivants, lesquels entreront dans la catégorie des clients professionnels ?",Les grandes sociétés industrielles ou commerciales,Les salariés d 'entreprises d 'investissement,Les personnes physiques résidantes dans un autre Etat partie à l 'accord sur l 'Espace Economique Européen,A,"Article L533-16 du CMF
Article D533-11 du CMF"
1166,6,6.1.1,A,"1166 - Un Prestataire de Services d 'Investissement (PSI) a une obligation de classification de ses clients par catégorie. Dans ce cadre, un client qui appartient à la catégorie des clients professionnels est un client :","Qui possède l'expérience, les connaissances et la compétence nécessaires pour prendre ses propres décisions d'investissement et évaluer correctement les risques encourus","Qui occupe des fonctions ou responsabilités au sein d 'un Prestataire de Services d 'Investissement (PSI), d 'un établissement de crédit ou d 'un teneur de compte conservateur",Qui occupe ou a occupé une profession libérale dont l 'activité ne constitue ou ne constituait pas une activité financière,A,Article L533-16 du CMF
1167,6,6.1.1,A,"1167 - Un Prestataire de Services d 'Investissement a une obligation de classification de ses clients par catégorie. Dans ce cadre, parmi les clients d 'un Prestataire de Services d 'Investissement suivants, lesquels ont la qualité de client professionnel par nature :",Les sociétés de gestion de portefeuille,Les agences de notation financière,Les notaires,A,Article D533-11 du CMF
1168,6,6.1.1,A,"1168 - Pour répondre à l 'obligation de s'assurer de l 'identité d'un client personne morale, il suffit que celui-ci présente au Prestataire de Services d 'Investissement (PSI) :","Un extrait de registre officiel de moins de trois mois indiquant la dénomination, la forme juridique, l'adresse du siège social et l'identité des associés et dirigeants sociaux de la personne morale",Un document officiel comportant la photographie d 'un des dirigeants ou d 'un associé majoritaire de la personne morale,Les statuts de la personne morale,A,Article R 561-5-1 du CMF
1169,6,6.1.1,A,1169 - Un Prestataire de Service d 'Investissement (PSI) doit recueillir des informations auprès de ses clients afin d 'obtenir une connaissance approfondie des profils et besoins des clients. Dans ce cadre le PSI :,Peut recueillir ces informations par questionnaire automatisé mais en vérifiant autant que possible leur véracité par des éléments objectifs,Doit recueillir ces informations uniquement lors d 'un entretien de vis-à-vis ou au téléphone avec un représentant du PSI,Peut aller lui-même chercher les informations notamment sur internet pour éviter de déranger le client s 'il le connait bien,A,"POSITION AMF DOC- 2019-03 EXIGENCES D'ADEQUATION DE LA DIRECTIVE MIFID II 
Textes de référence : I de l 'article L. 533-13 du CMF et articles 54 et 55 du règlement délégué (UE) 2017/565 de la Commission du 25 avril 2016"
1170,6,6.1.2,C,"1170 - Toute personne dispose de droits concernant l 'enregistrement et les traitements d 'informations à caractère personnel. Ainsi, toute personne a le droit :",De refuser dans tous les cas et en toutes circonstances d 'être identifiée dans un fichier informatique,De prendre connaissance des données figurant dans un fichier et concernant sa famille directe,De savoir si des informations la concernant figurent dans un fichier informatique,C,Article 15 du Règlement (UE) 2016/679 du Parlement européen et du Conseil du 27 avril 2016
1171,6,6.1.2,C,"1171 - Pour avoir accès aux informations personnelles d 'une personne décédée détenues par un Prestataire de Services d 'Investissement (PSI), une personne physique doit disposer du statut :",D'héritier,De conjoint,D'associé au sein d'une personne morale,A,Article 724 du code Civil
1172,6,6.2,A,"1172 - Lorsqu'un Prestataire de Services d'Investissement communique auprès d 'un client sur les performances passées d'un instrument financier ou d 'un service d 'investissement, cette information :",Doit constituer un indicateur certain des performances futures,Doit être le thème central de l'information communiquée,"Doit inclure au moins 5 exercices, et plus si la durée de placement recommandée est supérieure à 5 ans",C,Article 44 du RÈGLEMENT DÉLÉGUÉ (UE) 2017/565 DE LA COMMISSION du 25 avril 2016
1173,6,6.2,A,"1173 - Parmi les informations suivantes le concernant, laquelle doit être obligatoirement communiquée par le PSI à ses clients non professionnels, lorsqu 'il leur propose un service d 'investissement ?","La nature, la fréquence et les dates des comptes rendus concernant les performances du service à fournir par le PSI",Le montant total du bilan comptable et des fonds propres du PSI,"Le cas échéant, l 'existence éventuelle de sanctions décidées par la commission des sanctions de l 'AMF à l 'encontre du PSI qui ont été rendues publiques",A,"Article 47 du RÈGLEMENT DÉLÉGUÉ (UE) 2017/565 DE LA COMMISSION du 25 avril 2016
Article L533-15 du CMF"
1174,6,6.2,A,"1174 - Lorsqu'un Prestataire de Services d'Investissement (PSI) communique des informations concernant le traitement fiscal d'un service ou instrument financier, quelle mention doit-il faire figurer ?",Le traitement fiscal des gains et pertes est attaché à la situation individuelle du client et peut évoluer dans le temps,Le traitement fiscal des gains et pertes ne doit pas être une motivation pour définir l 'opportunité d 'un investissement,Le traitement fiscal des gains et pertes peut être plus avantageux dans certains pays,A,Article 44 du RÈGLEMENT DÉLÉGUÉ (UE) 2017/565 DE LA COMMISSION du 25 avril 2016
1175,6,6.2,A,"1175 - Lorsqu 'un Prestataire de Services d 'Investissement (PSI) propose un service d 'investissement à ses clients non-professionnels, il a l 'obligation de leur communiquer un ensemble d 'informations pour qu 'ils prennent leur décision en connaissance de cause.
Parmi les informations suivantes, laquelle doit être obligatoirement communiquée ?",La perte maximale constatée sur les douze derniers mois pour le type d 'instrument financier proposé,La nature des garanties offertes par la chambre de compensation,Les coûts et l 'ensemble des frais induits par l 'instrument financier,C,"Article 50 du RÈGLEMENT DÉLÉGUÉ (UE) 2017/565 DE LA COMMISSION du 25 avril 2016
Article L533-12 du CMF"
1176,6,6.2,A,"1176 - Dans le cadre de services d 'exécution d 'ordres, quelle information, parmi les suivantes, le Prestataire de Services d 'Investissement (PSI) doit-il communiquer à ses clients non professionnels ?",Sa marge commerciale lors de l 'exécution d 'un ordre du client en fonction du lieu sur lequel il exécute cet ordre,L'importance qu 'il attribue à différents facteurs pour déterminer les lieux d 'exécution lui permettant de remplir son obligation de meilleure exécution,Le délai d 'exécution auquel il s 'engage à partir de l 'instant où il reçoit un ordre du client,B,"Article 65 du RÈGLEMENT DÉLÉGUÉ (UE) 2017/565 DE LA COMMISSION du 25 avril 2016
Article 66 du RÈGLEMENT DÉLÉGUÉ (UE) 2017/565 DE LA COMMISSION du 25 avril 2016
Article L533-12 du CMF
Article L533-18 du CMF"
1177,6,6.2,A,"1177 - Lorsqu 'il propose des services d 'investissements, quelle information parmi les suivantes, le Prestataire de Services d 'Investissement (PSI) doit-il communiquer à ses clients non professionnels ?","Si le prix total à payer par le client n 'est pas encore connu, sa base de calcul, permettant au client de le vérifier",Le taux moyen de la marge brute que le PSI réalise sur les services d 'investissement qu 'il propose au client,La moyenne des prix payés par l 'ensemble des clients du PSI sur les douze derniers mois pour ce service d 'investissement,A,Article 50 du RÈGLEMENT DÉLÉGUÉ (UE) 2017/565 DE LA COMMISSION du 25 avril 2016
1178,6,6.2,A,"1178 - Dans le cadre d 'un service d 'exécution d 'ordres, un compte rendu avec les informations essentielles concernant la transaction doit être envoyé au client (professionnel ou non professionnel) :",Sans délai dès qu 'une transaction a lieu,A la fin du mois boursier,Sur demande du client uniquement,A,Article 59 du RÈGLEMENT DÉLÉGUÉ (UE) 2017/565 DE LA COMMISSION du 25 avril 2016
